id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,ListingCount,availability_365
20783972,Charming large bedroom in Boston,14131690,Linda,,East Boston,42.36922842469526,-71.03710833861362,Private room,79,1,2,2017-09-15,1.82,2,143
18342707,★Clean | Cozy Bedroom - Close to Subway & Airport★,69587,Boris & Susan,,East Boston,42.37586000594762,-71.0371977133106,Private room,60,1,55,2017-10-03,10.51,5,153
13394184,East Boston Student Sublet $800/month,60246341,Seamus,,East Boston,42.36925900670464,-71.03613369483693,Private room,30,1,0,,,1,0
14065905,Best views in Boston - convenient to airport!,22088967,Jesse,,East Boston,42.36377440244673,-71.03009289205507,Entire home/apt,169,2,4,2017-08-20,0.27,2,62
17611434,❤️ AIRBNB HOTEL #9,25938928,Ricardo,,East Boston,42.366437031819736,-71.03838138989302,Private room,30,1,52,2017-09-18,7.46,9,116
14574647,"Spacious 4BR Near Airport, Subway, Beach + City",76660961,Annie,,East Boston,42.37961622626794,-71.02883622028128,Entire home/apt,200,1,29,2017-09-28,4.29,2,342
9273,"Stay at ""HARBORVIEW"" Walk to subway",4804,Frank,,East Boston,42.364608041638235,-71.02902055720352,Entire home/apt,225,3,14,2016-10-23,0.16,2,310
12345890,"Big 2 bedrooms near logan airport, downtown Boston",66665179,Zhenwei,,East Boston,42.388415645787795,-71.00760247928058,Entire home/apt,199,1,5,2017-08-28,0.94,5,0
19056046,Private room in convenient location.,123016732,Molly,,East Boston,42.39043717872241,-71.00983499944743,Private room,65,1,38,2017-09-30,9.58,1,157
17359335,Queen Room/8 min walk Airport/Easy Access Downtown,117041226,Nader,,East Boston,42.367105084350655,-71.03022863329778,Private room,60,1,108,2017-09-29,14.27,5,62
21176767,Logan Intl Airport - Boston,129278480,Jay,,East Boston,42.38903147571557,-71.00176943508964,Private room,40,7,0,,,4,293
14072546,E3 - Comfortable Room - Minutes to Logan,28820575,S.P,,East Boston,42.36919461060086,-71.03607045492096,Private room,73,1,168,2017-08-30,11.45,14,0
20268369,Large Private Bedroom Close to Airport,15943555,Monya,,East Boston,42.37821570520223,-71.03922742772693,Private room,0,3,2,2017-09-28,2,3,43
15343566,"Cozy Place in East Boston, close to Airport",16959054,Jillian,,East Boston,42.37145385920949,-71.0329494188071,Private room,100,1,50,2017-10-02,4.14,1,307
21023440,East Boston's Sweet Retreat #1,151404938,Rachael And Robert,,East Boston,42.37366597240988,-71.03598872570774,Private room,67,1,0,,,2,90
15536111,Room near Airport and Downtown with Breakfast,73779661,Alexandr,,East Boston,42.36655494618108,-71.03706022547668,Private room,75,1,140,2017-09-30,12.03,4,122
21176268,Big newly renovated 3 bedroom condo in East Boston,16352753,Carmen,,East Boston,42.37807780358588,-71.03866166140098,Entire home/apt,300,1,0,,,1,0
18488956,Newly Renovated Harborside Charmer - Near Airport,34536517,Jess,,East Boston,42.36444533731181,-71.03234201686942,Entire home/apt,150,1,41,2017-10-05,13.67,1,183
8134231,"2 bed, great location w/parking!",93916,Francine,,East Boston,42.37441280859101,-71.03399091110118,Entire home/apt,300,1,3,2016-09-19,0.12,2,9
13393418,*Spacious 1 Bedroom near Boston Airport/T/Downtown,76181684,Baljinder,,East Boston,42.37775680004031,-71.03474222341573,Entire home/apt,150,1,182,2017-10-03,12.38,1,329
238846,Blossom,434539,Brahma,,East Boston,42.38066057619219,-71.03503978822827,Entire home/apt,100,7,16,2017-09-21,0.22,3,29
16276965,"All New Renovation, Just for YOU - private room #2",91480383,Yasmina And Elizabeth,,East Boston,42.36982331811084,-71.03438390444968,Private room,70,2,58,2017-08-29,6,2,95
15719599,Sunny Room near Airport and Downtown w/Breakfast,73779661,Alexandr,,East Boston,42.365092070659216,-71.03646062294615,Private room,80,1,125,2017-09-25,11.03,4,146
13884549,Cozy private room conveniently located,12129722,Lais,,East Boston,42.366649609172754,-71.0378679479571,Private room,70,1,150,2017-10-05,10.07,1,234
17636554,"The Greenhouse, near Airport & Downtown",117334693,Madeleine,,East Boston,42.36671994515474,-71.03735668995144,Private room,60,2,22,2017-09-22,3.93,2,89
10411383,Spacious Boston 2 BR Apt near train and airport #2,44617326,Caroline,,East Boston,42.376947355304885,-71.03023023664814,Entire home/apt,250,1,11,2017-08-23,0.63,3,343
19209066,Boston Airport-Subway,129278480,Jay,,East Boston,42.38990669370264,-71.00154803438578,Private room,50,5,0,,,4,314
21011302,Stunning 1BR apartment with amazing sky line view,109554089,Chris,,East Boston,42.3695082364444,-71.0364991816953,Entire home/apt,86,1,1,2017-10-03,1,1,147
8624898,no-frills 3BR steps to airport & train,16284736,Jordan,,East Boston,42.375742670698116,-71.03180237149311,Entire home/apt,150,1,165,2017-09-18,6.79,5,114
18093265,Sweet and Cozy!,33844110,Julianna,,East Boston,42.37489945721503,-71.03301105100702,Private room,60,1,12,2017-07-09,2.08,1,0
7035556,Harborside Abode Next 2 Logan Airport/Train/Boston,15589117,Linda & Theresa,,East Boston,42.36382706230058,-71.02930344469218,Entire home/apt,150,2,28,2017-08-06,1.03,1,163
15374913,Bright Modern Home - Near Airport,51812879,Audrey,,East Boston,42.37693617954413,-71.03382776949017,Entire home/apt,229,1,109,2017-08-27,9.13,1,0
14522917,#2 New Modern 3BD Near Airport and 'T' to Downtown,75634340,Chris,,East Boston,42.378221376577315,-71.03031214548693,Entire home/apt,140,1,137,2017-09-26,9.88,2,303
10132073,Extended stays,51992629,Jef,,East Boston,42.37045480727794,-71.04025850654962,Entire home/apt,160,3,13,2017-07-18,0.84,1,348
5364137,**Studio by Airport and T Station**,23777641,Gavin,,East Boston,42.386187112481814,-71.00461976225016,Entire home/apt,70,21,67,2017-08-31,2.16,3,21
8231382,*** Sunny apartment *** near Airport & Train stop,23777641,Gavin,,East Boston,42.37671712966943,-71.03655030183927,Entire home/apt,99,3,80,2017-09-27,3.5,3,9
19798391,"Coming To Boston? Double Bedroom, On Boston Harbor",139698601,Jim,,East Boston,42.384351971205966,-71.00046158748073,Private room,75,1,27,2017-09-14,9.76,3,2
20710408,"Private 2+ bedroom brand new, close to airport T",148125025,Caroline,,East Boston,42.37303163414551,-71.03317808109685,Entire home/apt,257,1,0,,,3,170
5940866,"Sun filled room, minutes to Boston",12720679,Valerie,,East Boston,42.37619320490426,-71.0335403484729,Private room,75,2,213,2017-10-01,7.19,1,130
17365333,Private room near Airport and Downtown,117334693,Madeleine,,East Boston,42.36621370456226,-71.03608898548549,Private room,59,3,44,2017-09-21,6.29,2,100
10524612,Sunny 2/1 Modern Condo Near Subway (60W1),3594203,Shawn,,East Boston,42.3699654059797,-71.03987489674748,Entire home/apt,99,1,52,2017-09-16,2.6,13,324
13883902,1 bedroom apt close to EVERYTHING.,82187703,Mo,,East Boston,42.36890208726047,-71.03646555168768,Entire home/apt,125,2,20,2017-09-19,1.37,1,193
20666793,Cozy bedroom,90216774,Yana,,East Boston,42.38060936255258,-71.02706338034587,Private room,0,1,4,2017-09-18,4,5,336
14178758,Serene Eastie Retreat,18932946,Theresa,,East Boston,42.37199623859463,-71.03800736078841,Private room,85,1,71,2017-10-03,4.87,1,7
17962927,"Sunny Bedroom near Beach, Airport, & Downtown",40384329,Mattye,,East Boston,42.38194854614918,-71.0143815849323,Private room,100,1,36,2017-10-04,6.14,2,145
20518688,Cozy (back) Convenient Private bedroom by Airport,1114868,Charles,,East Boston,42.38080548451987,-71.02819988811154,Private room,72,1,10,2017-09-28,7.32,4,102
15500230,Entire apartment in East Boston,43052087,Susanne,,East Boston,42.37972785996995,-71.03424235514053,Entire home/apt,115,2,61,2017-09-28,6.56,1,19
20175220,2BD/2Bath Penthouse with city views& private deck,37785773,Blerina,,East Boston,42.3740063026886,-71.03680021451514,Entire home/apt,180,1,15,2017-10-04,6.92,2,106
20650166,Huge Multilevel Boston Brownstone 1 Bed Apartment,50474139,Kat,,East Boston,42.367003619212824,-71.03936291679265,Entire home/apt,110,1,5,2017-10-03,5,4,44
15524898,EA1 - Spacious Boston Room Near Logan,28820575,S.P,,East Boston,42.37092187337277,-71.03532871040765,Private room,70,1,94,2017-10-01,8.6,14,37
20174317,Great bedroom in East Boston shared apartment!,96026179,Jenny,,East Boston,42.375945417941374,-71.03866230683944,Private room,100,3,3,2017-09-18,2.73,1,152
5478135,City living near the beach!,13595892,Elizabeth,,East Boston,42.383637057783716,-71.00009991969033,Entire home/apt,195,2,27,2016-11-13,1.51,1,0
19071875,Big newly renovated 3 bedroom condo in East Boston,15943555,Monya,,East Boston,42.380251367549604,-71.03972979453067,Entire home/apt,300,1,6,2017-10-01,2.17,3,0
11625336,One stop from downtown Boston!,31308810,Carrie,,East Boston,42.36538453831597,-71.03093507428083,Entire home/apt,350,3,1,2016-03-23,0.05,1,0
13046976,Sunny renovated 1 bed in friendly East Boston,507084,Nicole,,East Boston,42.37913076332394,-71.03982748413877,Entire home/apt,140,2,37,2017-08-10,2.24,1,0
8688811,Perfect private bedroom in Boston,34486727,Santosh,,East Boston,42.36654985390881,-71.03375636014691,Private room,60,1,26,2017-09-01,3.9,1,215
7033732,Quaint studio in East Boston,5256414,Hayley,,East Boston,42.36709820439286,-71.03334924268675,Entire home/apt,110,2,118,2017-09-18,4.29,1,6
18560282,Modern Studio Apartment Near Airport & City,128851394,Mary-Ann,,East Boston,42.375104724696726,-71.03733607177341,Entire home/apt,122,1,11,2017-10-03,11,1,145
18342681,"★Modern, Cozy & Convenient ★ 14 Mins to Downtown!",69587,Boris & Susan,,East Boston,42.37496736613988,-71.03751260073288,Private room,60,1,79,2017-09-29,15.1,5,153
20589237,Lovely and Cozy 1 Bedroom Apartment,21703278,Juan C.,,East Boston,42.37876959355033,-71.03155132809478,Entire home/apt,119,2,4,2017-09-28,4,1,0
16286570,#3 Classic 3BD Near Airport and 'T' to Downtown,75634340,Chris,,East Boston,42.37837425621412,-71.03090537985992,Entire home/apt,95,1,110,2017-09-24,11.04,2,274
20567199,Spacious and Quiet Bedroom near Airport,81856069,Alejandro,,East Boston,42.36523874003314,-71.03154844148557,Private room,80,1,9,2017-09-13,6,1,14
16503419,Bright Spacious Entire Apartment 2 Bedroom,4539384,Jing,,East Boston,42.37679694067822,-71.03682710253564,Entire home/apt,130,2,1,2017-09-16,1,1,5
15520235,Turn of the Century Restored Brownstone,99761039,Sarah,,East Boston,42.37928625307253,-71.03871152356722,Entire home/apt,200,2,6,2017-05-20,0.52,1,143
12308927,"1 Cozy Room 3mins walk to Train, 7mins to Airport",66377071,Hector,,East Boston,42.36692052511178,-71.038285286748,Private room,44,1,109,2017-09-29,7.09,2,36
14881574,Great location for a great stay!,93308470,Carlie,,East Boston,42.37812106450039,-71.03213349294828,Private room,96,1,20,2017-07-16,1.65,1,179
12891323,Cozy apartment in great location,17000652,Richard,,East Boston,42.37049926804039,-71.03556083866216,Private room,85,1,4,2016-07-20,0.26,2,329
611081,Houseboat in Boston Harbor,3029783,Deborah,,East Boston,42.38167016379894,-71.03991829438495,Entire home/apt,175,2,11,2017-09-17,0.85,3,306
20599193,Concierge Place 3 Bed on Princeton with views,1114868,Charles,,East Boston,42.3796465328425,-71.02792069165814,Entire home/apt,199,2,0,,,4,2
20861300,"Bay Views, Eastie 3 Bedroom, Walk to Blue Line",139698601,Jim,,East Boston,42.383759265574994,-71.00139925944188,Entire home/apt,175,1,0,,,3,170
8212817,Unmatched view of Boston with a Tempurpedic bed,42144668,Dan,,East Boston,42.370518786696884,-71.04113517621236,Private room,97,8,1,2015-09-18,0.04,1,125
8065282,"Save $$, walk to airport & train",16284736,Jordan,,East Boston,42.374965748226955,-71.03336978152277,Entire home/apt,150,1,161,2017-09-29,6.41,5,236
3965658,Minutes to Boston-Near Beach 69-3,20551003,May,,East Boston,42.38661954201025,-71.00325497012263,Private room,54,1,21,2017-09-06,3.23,8,79
21024550,East Boston's Sweet Retreat #2,151404938,Rachael And Robert,,East Boston,42.37372318819691,-71.03556106106578,Private room,67,1,0,,,2,90
3781,HARBORSIDE-Walk to subway,4804,Frank,,East Boston,42.36524120736776,-71.02936148859783,Entire home/apt,125,3,13,2017-09-15,0.48,2,212
17387160,Bright 2 bedroom condo with outdoor patio!,12218191,Kelly,,East Boston,42.36698554324048,-71.03505503562785,Entire home/apt,200,1,9,2017-09-24,3.25,1,121
19587539,DECENT AND GREAT PLACE FOR YOUNG AND COOL  GUYS.,137682344,Patrick,,East Boston,42.36768100490867,-71.0374435731262,Private room,64,1,0,,,1,0
13995462,"City living next to water, airport and T.",83584819,Tiffany,,East Boston,42.36455375175067,-71.02886066028167,Entire home/apt,150,2,0,,,1,0
16895403,Spacious Private Room between Downtown & Airport,28839396,Zach,,East Boston,42.36716113758831,-71.03775987872223,Private room,200,1,3,2017-09-26,0.75,2,355
21171599,Sunny private room steps from the train!,101407131,Lauren,,East Boston,42.388250446607806,-71.00574428525941,Private room,50,1,1,2017-10-03,1,1,345
15535385,Cozy Room near Airport and Downtown with Breakfast,73779661,Alexandr,,East Boston,42.36437139815949,-71.03495571647046,Private room,90,1,160,2017-10-01,13.64,4,140
12646288,1 bedroom in Minimalist Cozy Apartment,15393686,Helene,,East Boston,42.36970192328482,-71.03228300444948,Private room,105,2,6,2017-08-28,0.47,1,20
18290558,★ Charming & Modern | Close to Subway + Downtown ★,69587,Boris & Susan,,East Boston,42.37653942494904,-71.03772381390773,Private room,60,1,64,2017-10-03,12.31,5,139
4820071,"1BD+PARKING, amazing location!",93916,Francine,,East Boston,42.374169231104524,-71.03424002515276,Private room,110,1,264,2017-09-26,7.85,2,112
20663729,Cozy (mid) Convenient Private bedroom by Airport,1114868,Charles,,East Boston,42.379482523264834,-71.02784858561941,Private room,62,1,8,2017-09-28,6.86,4,156
21171163,East Boston House - Private Floor 2br/1ba,152834246,Jan,,East Boston,42.369085495476696,-71.03924922815975,Private room,210,1,0,,,1,62
9145242,Nice room steps to Airport & Subway,41542719,Ivan,,East Boston,42.376297621939,-71.03298865772636,Private room,72,1,136,2017-10-05,5.85,3,349
20696002,Private 3 bed near airport T unit 1 new renovation,148125025,Caroline,,East Boston,42.37056494357567,-71.03941521316594,Entire home/apt,257,1,0,,,3,139
20663083,Huge Multilevel Brownstone 3Bed/3Bath Apartment,50474139,Kat,,East Boston,42.368410858712885,-71.03745012593411,Entire home/apt,475,1,0,,,4,44
3967690,Minutes to Boston-Near Beach 71-5,20551003,May,,East Boston,42.38614824798639,-71.0032742471381,Private room,58,1,36,2017-09-20,5.17,8,78
16173765,Best Location in East Boston,18142992,Jesse,,East Boston,42.371259629893665,-71.0357030153274,Private room,150,1,0,,,3,363
3967592,Minutes to Boston-Near Beach 71-3,20551003,May,,East Boston,42.38640697624945,-71.00308402842224,Private room,52,2,4,2017-09-18,0.95,8,76
15026535,"3. NEW Condo, with a VIEW! Downtown 6 stops away!",94865294,Tony,,East Boston,42.38536128729763,-71.00659818744667,Entire home/apt,170,2,2,2017-07-10,0.18,2,308
7179321,Private bedroom,37610133,Natalie,,East Boston,42.372024246520944,-71.03702725776347,Private room,70,4,14,2017-09-24,2.01,1,0
19892423,Sunsets on the Tobin,35482917,Jessica,,East Boston,42.38170040136044,-71.04116357097855,Private room,100,1,0,,,1,2
10356880,Lovely&convenient room by airport!,41565478,Luz,,East Boston,42.36422865818504,-71.02934771217218,Private room,85,1,88,2017-10-02,4.6,1,147
14262627,Sunny room/private bath/harbor view,22088967,Jesse,,East Boston,42.364069204368406,-71.02896740549902,Private room,105,1,107,2017-10-04,7.43,2,150
3967016,Minutes to Boston-Near Beach 71-1,20551003,May,,East Boston,42.385996188540126,-71.004018274089,Private room,58,1,22,2017-09-18,2.8,8,74
16179346,"xlLarge, Clean, Comfortable, 5-6 stop to Downtown",94865294,Tony,,East Boston,42.383440992459015,-70.99916563044324,Entire home/apt,800,2,0,,,2,285
18942329,Rustic & Renovated 3BR Steps to Airport & Subway,16284736,Jordan,,East Boston,42.37377990831121,-71.03215148093373,Entire home/apt,165,1,40,2017-09-27,9.09,5,150
15352809,EB1 Private Room Near T in Boston,28820575,S.P,,East Boston,42.37069729291616,-71.03522323212506,Private room,80,1,69,2017-10-01,6.35,14,41
7482338,Room - 15 min to Downtown - Breakfast Included!,37882842,Joe And Patty,,East Boston,42.376154021517515,-71.0381974177387,Private room,79,2,61,2017-09-27,2.28,1,48
9751520,1 BR Apt Close to Airport/Train,50297998,Tyler,,East Boston,42.36582858260108,-71.03528527440521,Entire home/apt,70,5,2,2016-01-14,0.09,1,0
15025907,"2 bedroom apt. w/minifridge, microwave, coffee/tea",17152,Anne,,East Boston,42.364867805050814,-71.02991866277547,Entire home/apt,95,2,67,2017-09-30,5.86,1,161
9897713,Warm 1 Bedroom Near Airport,5275817,Leah,,East Boston,42.38023267162577,-71.02894337477359,Entire home/apt,110,1,5,2017-05-16,0.24,1,7
19121881,Huge entire 3 bedrooms unit near airport& downtown,66665179,Zhenwei,,East Boston,42.388906356636035,-71.00874024749838,Entire home/apt,249,1,1,2017-06-25,0.29,5,0
20432569,Eagle Street Condo,35551499,Amanda,,East Boston,42.38250400674231,-71.03295354578675,Entire home/apt,128,2,2,2017-09-04,1.11,1,12
17974950,"★ Sunny, Spacious & Modern ★ Great For Couples ★",69587,Boris & Susan,,East Boston,42.37659764049595,-71.03634243558432,Private room,60,1,68,2017-10-01,13.16,5,147
3966626,Minutes to Boston-Near Beach 69-4,20551003,May,,East Boston,42.38663851004992,-71.00258504808154,Private room,48,1,23,2017-09-10,3.99,8,77
15405175,Fully Renovated 1 bedroom near Airport,98610252,Kyle,,East Boston,42.38101403573829,-71.03064571432427,Entire home/apt,140,1,37,2017-10-02,3.23,1,3
19727919,Shelly's Place,139072570,Lance And Shelly,,East Boston,42.38087504527375,-71.02383677220482,Private room,100,1,25,2017-10-04,9.74,2,142
3802530,Modern Condo 2.6 miles from Airport,18752830,Sergei,,East Boston,42.38736001166394,-71.01041901965802,Entire home/apt,110,5,12,2017-04-20,0.31,1,0
182049,Herbivorian House SkyRama ,434539,Brahma,,East Boston,42.37979971680247,-71.0332513579009,Entire home/apt,110,5,35,2017-09-16,0.47,3,157
16352510,Well Appointed 1 Bedroom w/Private Patio,74812753,Roberto & Monique,,East Boston,42.37926762139975,-71.03198780075132,Entire home/apt,100,2,23,2017-10-02,3.3,1,138
21021423,Beautiful private bedroom in historic brownstone,24361937,Carolyn,,East Boston,42.36676598041125,-71.03449084013735,Private room,110,2,0,,,2,3
18858706,Shabby-Chíc Condo Steps to Airport & Subway,16284736,Jordan,,East Boston,42.373979970954565,-71.03305588192404,Entire home/apt,181,1,46,2017-09-28,10.38,5,152
20710110,Private 4 bedroom apartment close to airport T,148125025,Caroline,,East Boston,42.374512882839184,-71.0347137593631,Entire home/apt,257,1,0,,,3,124
18613760,"Bright & Cozy 1 Bedroom, Close to Subway & Airport",22011993,Josh,,East Boston,42.37697973189227,-71.03353452843795,Entire home/apt,75,2,7,2017-07-16,1.51,1,0
14075290,E4 Traveler's Cove near Logan Airport,28820575,S.P,,East Boston,42.36833507222235,-71.0360339760448,Private room,80,1,148,2017-08-26,10.11,14,0
16188028,A Room for You in Boston,24953830,Lulu,,East Boston,42.36958205930013,-71.03434043711887,Private room,75,3,12,2017-09-29,2.47,1,154
12233225,❤️ AIRBNB HOTEL #6,25938928,Ricardo,,East Boston,42.36731306063387,-71.03878924844201,Private room,30,1,110,2017-09-20,6.07,9,122
3965492,Minutes to Boston-Near Beach 69-2,20551003,May,,East Boston,42.38643348228516,-71.00414611612763,Private room,58,1,37,2017-09-17,6.17,8,69
14255219,"Private room 3 mins to T, 5mins driving to airport",66377071,Hector,,East Boston,42.366904603169814,-71.03768084507143,Private room,46,1,88,2017-10-03,6.18,2,36
1147871,Room in Boston Fantastic Location ,1407005,Izzy & Joanne,,East Boston,42.37761183980079,-71.03519757648782,Private room,105,1,356,2017-09-19,6.68,4,83
10945407,4 bedrooms apartment Unit 2,51354463,Andy,,East Boston,42.389681729252764,-71.00471442388962,Entire home/apt,230,3,9,2016-10-01,0.53,2,35
14565888,Cozy apartment,90216774,Yana,,East Boston,42.38068481931624,-71.02770466926833,Entire home/apt,140,1,24,2017-08-17,3.51,5,340